name,label,type,groupName,isRequired,isUnique,isSearchable,description,options,defaultValue
cl_email_domain,Email Domain,string,email_information,FALSE,FALSE,TRUE,The domain of the contact's email address,,
cl_email_optout,Unsubscribed from All Email,boolean,email_information,FALSE,FALSE,FALSE,Whether the contact has opted out of all email,,FALSE
cl_email_bounce,Email Hard Bounce Reason,string,email_information,FALSE,FALSE,FALSE,The last reason why an email hard bounced,,
cl_marketable_status,Marketing Contact Status,select,email_information,FALSE,FALSE,FALSE,Whether the contact is a marketing or non-marketing contact,marketing;non_marketing,
cl_analytics_source,Original Traffic Source,select,web_analytics,FALSE,FALSE,FALSE,The first known source through which the contact interacted,ORGANIC_SEARCH;PAID_SEARCH;EMAIL_MARKETING;SOCIAL_MEDIA;REFERRALS;OTHER_CAMPAIGNS;DIRECT_TRAFFIC;OFFLINE,
cl_latest_source,Latest Traffic Source,select,web_analytics,FALSE,FALSE,FALSE,The source of the most recent interaction,ORGANIC_SEARCH;PAID_SEARCH;EMAIL_MARKETING;SOCIAL_MEDIA;REFERRALS;OTHER_CAMPAIGNS;DIRECT_TRAFFIC;OFFLINE,
cl_analytics_first_url,First Page Seen,url,web_analytics,FALSE,FALSE,FALSE,The first page the contact saw on your website,,
cl_analytics_last_url,Last Page Seen,url,web_analytics,FALSE,FALSE,FALSE,The last page the contact saw on your website,,
cl_analytics_num_page_views,Number of Page Views,number,web_analytics,FALSE,FALSE,FALSE,The sum of all pages the contact has seen,,
cl_analytics_num_visits,Number of Sessions,number,web_analytics,FALSE,FALSE,FALSE,The number of sessions the contact has had,,
ip_city,IP City,string,conversion_information,FALSE,FALSE,FALSE,The city reported by the contact's IP address,,
ip_state,IP State/Region,string,conversion_information,FALSE,FALSE,FALSE,The state reported by the contact's IP address,,
ip_country,IP Country,string,conversion_information,FALSE,FALSE,FALSE,The country reported by the contact's IP address,,
cl_persona,Persona,select,contact_information,FALSE,FALSE,FALSE,The contact's persona,,
cl_language,Preferred Language,select,contact_information,FALSE,FALSE,FALSE,The contact's preferred language for communications,en;es;fr;de;it;pt;zh;ja;ko,
message,Message,textarea,contact_information,FALSE,FALSE,FALSE,A default property for any message or comments,,
closedate,Close Date,date,sales_information,FALSE,FALSE,FALSE,The date the contact became a Customer,,
recent_deal_amount,Recent Deal Amount,number,sales_information,FALSE,FALSE,FALSE,The value of the last closed-won deal,,
recent_deal_close_date,Recent Deal Close Date,date,sales_information,FALSE,FALSE,FALSE,The date of the last closed-won deal,,
total_revenue,Total Revenue,number,sales_information,FALSE,FALSE,FALSE,Total dollar amount of all closed-won deals,,
cl_buying_role,Buying Role,multiselect,sales_information,FALSE,FALSE,FALSE,The role the contact plays during sales,DECISION_MAKER;BUDGET_HOLDER;INFLUENCER;BLOCKER;END_USER;EXECUTIVE_SPONSOR;CHAMPION,
linkedin_url,LinkedIn URL,url,social_media,FALSE,FALSE,FALSE,The URL of the contact's LinkedIn page,,
twitter_handle,Twitter Handle,string,social_media,FALSE,FALSE,FALSE,The contact's Twitter handle,,
facebook_url,Facebook URL,url,social_media,FALSE,FALSE,FALSE,The URL of the contact's Facebook profile,,
